,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,clusters,cluster
23,5.00440263748169,9.49680423736572,0.683591663837433,69.0749969482422,0.824212312698364,0.0090699819847941,0.899129390716553,0.592044651508331,0.318996727466583,0.435337960720062,1,purple
24,4.9953179359436,9.5219783782959,0.686364889144897,69.0999984741211,0.777351438999176,-0.09905756264925,0.914284288883209,0.548189282417297,0.273827373981476,0.336627870798111,1,purple
25,5.36490964889526,9.48740005493164,0.710115015506744,69.125,0.753671050071716,0.0063312142156064,0.891358971595764,0.563486158847809,0.265066117048264,0.373402833938599,1,purple
26,5.2554817199707,9.56228733062744,0.701882779598236,69.1500015258789,0.827452719211578,0.044741827994585,0.896126627922058,0.553830087184906,0.253654479980469,0.472924023866653,1,purple
37,5.5890007019043,8.94578170776367,0.723094344139099,51.2200012207031,0.58370178937912,0.0544256567955017,0.911320328712463,0.666832566261292,0.361063152551651,0.23238717019558,2,dark purple
38,4.3602499961853,8.99177265167236,0.752592861652374,51.8400001525879,0.456028580665588,-0.136944845318794,0.906300485134125,0.590808212757111,0.304890066385269,0.237090691924095,2,dark purple
39,3.93710684776306,9.00461006164551,0.721590757369995,52.4599990844727,0.409554868936539,-0.104444101452827,0.816375494003296,0.650046706199646,0.370875000953674,0.547732353210449,2,dark purple
40,3.79483795166016,9.0167350769043,0.754615485668182,53.0800018310547,0.37454155087471,-0.168621093034744,0.834075629711151,0.59524941444397,0.36786413192749,0.572345674037933,2,dark purple
41,6.31292533874512,9.9416332244873,0.938462793827057,65.8199996948242,0.733003675937653,-0.158440440893173,0.851799488067627,0.748283088207245,0.328230023384094,0.517504096031189,0,pink
42,6.07315826416016,10.0178918838501,0.862205564975739,65.9400024414063,0.652832627296448,-0.142613500356674,0.881057739257813,0.749825894832611,0.279007971286774,0.405823737382889,0,pink
43,5.96103429794312,10.047737121582,0.892194509506226,66.0599975585938,0.678222179412842,-0.133397147059441,0.864996254444122,0.719996988773346,0.318222284317017,0.286370575428009,0,pink
44,6.42413330078125,9.97673320770264,0.9186931848526,66.1800003051758,0.636646449565887,-0.131533578038216,0.884742200374603,0.761589586734772,0.236901476979256,0.273821532726288,1,purple
45,6.44106721878052,10.0656604766846,0.926798582077026,66.3000030517578,0.730258166790009,-0.127563998103142,0.854695439338684,0.76548045873642,0.210975497961044,0.351856142282486,1,purple
46,6.77580547332764,10.1124362945557,0.889073491096497,66.4199981689453,0.815802037715912,-0.175919115543365,0.754645705223083,0.768942534923553,0.231855154037476,0.607537686824799,1,purple
47,6.46838712692261,10.0907497406006,0.901776373386383,66.5400009155273,0.747498393058777,-0.14951479434967,0.816546201705933,0.744064211845398,0.272219121456146,0.418255478143692,1,purple
48,6.58226013183594,10.1033267974854,0.909874200820923,66.6600036621094,0.73725038766861,-0.132035166025162,0.822900295257568,0.766156792640686,0.254204720258713,0.433749258518219,1,purple
49,6.67111444473267,10.0668849945068,0.917870402336121,66.7799987792969,0.745057761669159,-0.166036576032639,0.854191601276398,0.769468009471893,0.237912863492966,0.408961415290833,1,purple
50,6.69713068008423,10.0830507278442,0.926492273807526,66.9000015258789,0.881223678588867,-0.175746440887451,0.850906193256378,0.767845273017883,0.305354923009872,0.378169238567352,1,purple
51,6.42722129821777,10.051456451416,0.88281911611557,66.9499969482422,0.847702205181122,-0.193624436855316,0.850924491882324,0.731735169887543,0.311646461486816,0.419561833143234,1,purple
52,6.03933000564575,10.0688800811768,0.906699120998383,67.0,0.831966161727905,-0.187793865799904,0.8410524725914,0.715182363986969,0.291717261075974,0.305430293083191,1,purple
53,5.79279661178589,10.0321989059448,0.89991158246994,67.0500030517578,0.845894694328308,-0.212362572550774,0.855255246162415,0.732069909572601,0.320502072572708,0.261352270841599,1,purple
54,6.08556079864502,10.0017976760864,0.896370530128479,67.0999984741211,0.817052602767944,-0.212645262479782,0.830459773540497,0.73490583896637,0.319054841995239,0.273853003978729,1,purple
